Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Rora,Lee Dain,이다인,로라,5/8/2008,BABYMONSTER,0/01/1900,YG,South Korea,,,,,,,F
Ruka,Kawai Ruka,카와이 루카,루카,20/03/2002,BABYMONSTER,0/01/1900,YG,Japan,,,,,,,F
Dami,Lee Yoobin,이유빈,다미,7/3/1997,Dreamcatcher,13/01/2017,Happy Face,South Korea,,163,,Seoul,,Minx,F
Gahyeon,Lee Gahyeon,이가현,가현,3/2/1999,Dreamcatcher,13/01/2017,Happy Face,South Korea,,,,Seongnam,,,F
Handong,Han Dong,한동,한동,26/03/1996,Dreamcatcher,13/01/2017,Happy Face,China,,,,Wuhan,,,F
Jiu,Kim Minji,김민지,지유,17/05/1994,Dreamcatcher,13/01/2017,Happy Face,South Korea,,167,,Daejeon,,Minx,F
Siyeon,Lee Siyeon,이시연,시연,1/10/1995,Dreamcatcher,13/01/2017,Happy Face,South Korea,,170,,Daegu,,Minx,F
Sua,Kim Bora,김보라,수아,10/8/1994,Dreamcatcher,13/01/2017,Happy Face,South Korea,,164,,Changwon,,Minx,F
Yoohyeon,Kim Yoohyeon,김유현,유현,7/1/1997,Dreamcatcher,13/01/2017,Happy Face,South Korea,,171,,Incheon,,Minx,F
Hyerim,Woo Hyerim,우혜림,혜림 ,1/9/1992,Wonder Girls,13/02/2007,JYP,South Korea,,167,,Seoul,,,F
Sunmi,Lee Sunmi,이선미,선미,2/5/1992,Wonder Girls,13/02/2007,JYP,South Korea,,167,,Iksan,,,F
Yenny,Park Yeeun,박예은,예은,26/05/1989,Wonder Girls,13/02/2007,JYP,South Korea,,165,,Goyang,,,F
Yubin,Kim Yubin,김유빈,유빈,4/10/1988,Wonder Girls,13/02/2007,JYP,South Korea,,163,,Gwangju,,,F
Chaeyeon,Kim Chaeyeon,김채연,채연,4/12/2004,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,Busters,F
Dahyun,Seo Dahyun,서다현,다현,8/1/2003,tripleS,13/02/2023,MODHAUS,South Korea,,160,,Busan,,,F
Hyerin,Jeong Hyerin,정혜린,혜린,12/4/2007,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F
Jiwoo,Lee Jiwoo,이지우,지우,24/10/2005,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F
Kaede,Yamada Kaede,야마다 카에데,카에데,20/12/2005,tripleS,13/02/2023,MODHAUS,Japan,,160,,Toyama,,,F
Kotone,Kamimoto Kotone,카미모토 코토네,코토네,10/3/2004,tripleS,13/02/2023,MODHAUS,Japan,,162,,Tokyo,,,F
Nakyung,Kim Nakyung,김나경,나경,13/10/2002,tripleS,13/02/2023,MODHAUS,South Korea,,166,,Ulsan,,,F
Seoyeon,Yoon Seoyeon,윤서연,서연,6/8/2003,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F
Soomin,Kim Soomin,김수민,수민,3/10/2007,tripleS,13/02/2023,MODHAUS,South Korea,,158,,Daegu,,,F
Yeonji,Kwak Yeonji,곽연지,연지,8/1/2008,tripleS,13/02/2023,MODHAUS,South Korea,,162,,Gwangju,,,F
Yooyeon,Kim Yooyeon,김유연,유연,9/2/2001,tripleS,13/02/2023,MODHAUS,South Korea,,164,46,Seoul,,,F
Yubin,Gong Yubin,공유빈,유빈,3/2/2005,tripleS,13/02/2023,MODHAUS,South Korea,,163,,Yongin,,,F
Ruby,Heo Jiwon,허지원,루비,21/08/2002,PRIMROSE,13/03/2023,AO,South Korea,,,,,,,F
Yeum,Jung Myeongwoo,정명우,예음,19/11/2001,PRIMROSE,13/03/2023,AO,South Korea,,,,,,,F
J-Hope,Jung Hoseok,정호석,제이홉,18/02/1994,BTS,13/06/2013,Big Hit,South Korea,,177,65,Gwangju,,,M
Jimin,Park Jimin,박지민,지민,13/10/1995,BTS,13/06/2013,Big Hit,South Korea,,175,61,Busan,,,M
Jin,Kim Seokjin,김석진,진,4/12/1992,BTS,13/06/2013,Big Hit,South Korea,,179,63,Gwacheon,,,M
Jungkook,Jeon Jungkook,전정국,정국,1/9/1997,BTS,13/06/2013,Big Hit,South Korea,,178,66,Busan,,,M
RM,Kim Namjoon,김남준,알엠,12/9/1994,BTS,13/06/2013,Big Hit,South Korea,,181,67,Ilsan,,,M
Suga,Min Yoongi,민윤기,슈가,9/3/1993,BTS,13/06/2013,Big Hit,South Korea,,176,59,Daegu,,,M
V,Kim Taehyung,김태형,뷔,30/12/1995,BTS,13/06/2013,Big Hit,South Korea,,179,62,Daegu,,,M
Hana,Jung Hana,정하나,하나,2/2/1990,SECRET,13/10/2009,TS,South Korea,,,,Uljeongbu,,,F
Hyosung,Jun Hyoseong,전효성,효성,13/10/1989,SECRET,13/10/2009,TS,South Korea,,,,Cheongju,,,F
Jieun,Song Jieun,송지은,지은,5/5/1990,SECRET,13/10/2009,TS,South Korea,,,,Seoul,,,F
Jonghyun,Lee Jonghyun,이종현,종현,15/05/1990,CNBLUE,14/01/2010,FNC,South Korea,,,,Busan,,,M
Jungshin,Lee Jungshin,이정신,정신,15/09/1991,CNBLUE,14/01/2010,FNC,South Korea,,,,,,,M
Minhyuk,Kang Minhyuk,강민혁,민혁,28/06/1991,CNBLUE,14/01/2010,FNC,South Korea,,,,Ilsan,,,M
Yonghwa,Jung Yonghwa,정용화,용화,22/06/1989,CNBLUE,14/01/2010,FNC,South Korea,,,,Seoul,,,M
Allen,Allen Ma,앨런 마,앨런,26/04/1999,CRAVITY,14/04/2020,Starship,USA,South Korea,,,,,,M
Hyeongjun,Song Hyeongjun,송형준,형준,30/11/2002,CRAVITY,14/04/2020,Starship,South Korea,,174,55,,,X1,M
Jungmo,Koo Jungmo,구정모,정모,5/2/2000,CRAVITY,14/04/2020,Starship,South Korea,,181,58,,,,M
Minhee,Kang Minhee,강민희,민희,17/09/2002,CRAVITY,14/04/2020,Starship,South Korea,,185,58,,,X1,M
Seongmin,Ahn Seongmin,안성민,성민,1/8/2003,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
Serim,Park Serim,박세림,세림,3/3/1999,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
Taeyoung,Kim Taeyoung,김태영,태영,27/01/2003,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
Wonjin,Ham Wonjin,함원진,원진,22/03/2001,CRAVITY,14/04/2020,Starship,South Korea,,174,57,,,,M
Woobin,Seo Woobin,서우빈,우빈,16/10/2000,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
Bitsaeon,Kim Sangyeon,김상연,빛새온,4/6/1995,MONT,14/05/2014,Starship,South Korea,,181,60,,,,M
Hyungwon,Chae Hyungwon,채형원,형원,15/01/1994,MONSTA X,14/05/2014,Starship,South Korea,,,,Gwangju,,,M
I.M,Lim Changkyun,임창균,아이엠,26/01/1996,MONSTA X,14/05/2014,Starship,South Korea,,,,Gwangju,,,M
Jooheon,Lee Jooheon,이주헌,주헌,6/10/1994,MONSTA X,14/05/2014,Starship,South Korea,,,,Daegu,,,M
Kihyun,Yoo Kihyun,유기현,기현,22/11/1993,MONSTA X,14/05/2014,Starship,South Korea,,,,Goyang,,,M
Minhyuk,Lee Minhyuk,이민혁,민혁,3/11/1993,MONSTA X,14/05/2014,Starship,South Korea,,,,,,,M
Narachan,Jung Hyunwoo,정현우,나라찬,23/09/1996,MONT,14/05/2014,Starship,South Korea,,178,58,,,,M
Roda,Shin Joongmin,신중민,로다,19/09/1998,MONT,14/05/2014,Starship,South Korea,,179,60,,,,M
Shownu,Son Hyunwoo,손현우,셔누,18/06/1992,MONSTA X,14/05/2014,Starship,South Korea,,,,,,,M
Chaeyeon,Jung Chaeyeon,정채연,채연,1/12/1997,DIA,14/07/2015,MBK,South Korea,,165,49,Suncheon,,I.O.I,F
Eunchae,Kwon Chaewon,권채원,은채,26/05/1999,DIA,14/07/2015,MBK,South Korea,,,,,,,F
Eunice,Heo Sooyeon,허수연,유니스,2/9/1991,DIA,14/07/2015,MBK,South Korea,,166,49,Busan,,,F
Huihyeon,Ki Huihyeon,기희현,희현,16/06/1995,DIA,14/07/2015,MBK,South Korea,,167,46,Namwon,,,F
Jueun,Lee Jooeun,이주은,주은,7/7/1995,DIA,14/07/2015,MBK,South Korea,,,,Suwon,BinChaenHyunSeuS,,F
Somyi,Ahn Somyi,안솜이,솜이,26/01/2000,DIA,14/07/2015,MBK,South Korea,,,,Changwon,L.U.B,,F
Yebin,Baek Yebin,백예빈,예빈,13/07/1997,DIA,14/07/2015,MBK,South Korea,,164,43,Chuncheon,UNI.T,,F
Jisun,Hwang Jisun,황지선,지선,17/10/1989,S#aFLA,14/07/2021,Winnerzone,South Korea,,165,46,,,Girl's Day| New F.O,F
Seulgi,Jeong Seulgi,정슬기,슬기,12/5/1990,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,,F
Suhyeon,Kim Seunghyun,김승현,수현,19/04/1988,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,1PS,F
Yujin,Jeong Yujin,정유진,유진,23/10/1989,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,D-Unit,F
Dongwoon,Son Dongwoon,손동운,동운,6/6/1991,Highlight,14/10/2009,Around Us,South Korea,,181,64,Busan,,Beast,M
Doojoon,Yoon Doojoon,윤두준,두준,4/7/1989,Highlight,14/10/2009,Around Us,South Korea,,177,66,Goyang,,Beast,M
G.O,Jung Byunghee,정병희,지오,6/11/1987,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Changwon,,,M
Gikwang,Lee Gikwang,이기광,기광,30/03/1990,Highlight,14/10/2009,Around Us,South Korea,,171,58,Gwangju,,Beast,M
Junhyung,Yong Junyung,용준형,준형,19/12/1989,Highlight,14/10/2009,Around Us,South Korea,,178,64,Seoul,,Beast,M
Mir,Bang Cheolyong,방철용,미르,10/3/1991,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Bukhamyeon,,,M
Seungho,Yang Seungho,양승호,승호,16/10/1987,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Seoul,,,M
Yoseob,Yang Yoseob,양요섭,요섭,5/1/1990,Highlight,14/10/2009,Around Us,South Korea,,171,56,Seoul,,Beast,M
Eunjin,Moon Eunjin,문은진,은진,5/11/1998,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F
Hyebin,Im Hyebin,임혜빈,혜빈,10/11/1999,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F
Hyejoo,Park Hyunjoo,박현주,혜주,12/1/1999,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F
Sea,Kim Sujeong,김수정,세아,5/12/1999,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F
E-Young,Noh Yiyoung,노이영,이영,16/08/1992,After School,15/01/2009,Pledis,South Korea,,,,Chuncheon,,,F
Kaeun,Lee Kaeun,이가은,가은,20/08/1994,After School,15/01/2009,Pledis,South Korea,,,,Seoul,,,F
Lizzy,Park Sooyoung,박수영,리지,31/07/1992,After School,15/01/2009,Pledis,South Korea,,,,Busan,Orange Caramel,,F
Nana,Im Jinah,임진아,나나,14/09/1991,After School,15/01/2009,Pledis,South Korea,,,,Cheongju,Orange Caramel,,F
Raina,Oh Hyerin,오혜린,레이나,7/5/1989,After School,15/01/2009,Pledis,South Korea,,,,Ulsan,Orange Caramel,,F
Sowon,Kim Sojung,김소정,소원,7/12/1995,Gfriend,15/01/2015,Source,South Korea,,172,,Seoul,,,F
Yerin,Jung Yerin,정예린,예린,19/08/1996,Gfriend,15/01/2015,Source,South Korea,,167,,Incheon,,,F
Yuju,Choi Yuna,최유나,유주,4/10/1997,Gfriend,15/01/2015,Source,South Korea,,169,,Goyang,,,F
Aron,Kwak Youngmin,곽영민,아론,21/05/1993,NU'EST,15/03/2012,Pledis,South Korea,USA,,,California,NU'EST W,,M
Baekho,Kang Dongho,강동호,백호,21/07/1995,NU'EST,15/03/2012,Pledis,South Korea,,,,Jeju,NU'EST W,,M
JR,Kim Jonghyun,김종현,제이알,8/6/1995,NU'EST,15/03/2012,Pledis,South Korea,,,,Gangwon,NU'EST W,,M
Minhyun,Hwang Minhyun,황민현,민현,9/8/1995,NU'EST,15/03/2012,Pledis,South Korea,,,,Busan,NU'EST,Wanna One,M
Ren,Choi Minki,최민기,렌,3/11/1995,NU'EST,15/03/2012,Pledis,South Korea,,,,Busan,NU'EST W,,M
Chaein,Lee Chaeyoung,이채영,채인,5/12/2002,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F
Dohwan,Gil Dohwan,길도환,도환,26/08/2003,Ciipher,15/03/2021,Rain,South Korea,,175,61,,,,M
Dosie,Jang Eunseung,장은성,도시,11/2/2000,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F
Goeun,Na Goeun,나고은,고은,3/9/1999,Purple Kiss,15/03/2021,RBW,South Korea,,160,44,,,,F
Hwi,Lee Choonghyun,이충현,휘,4/2/1999,Ciipher,15/03/2021,Rain,South Korea,,172,61,,,,M
Hyunbin,Moon Hyunbin,문현빈,현빈,26/02/2000,Ciipher,15/03/2021,Rain,South Korea,,177,61,,,,M
Ireh,Cho Seoyoung,조서영,이레,30/04/2002,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F
Keita,Terazono Keita,테라조노 케이타,케이타,4/7/2001,Ciipher,15/03/2021,Rain,Japan,,170,59,,,,M
Swan,Park Soojin,박수진,수안,11/7/2003,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F
TAG,Yeom Taekyun,염태균,태그,30/09/2002,Ciipher,15/03/2021,Rain,South Korea,,176,54,,,,M
Tan,Choi Seokwon,최석원,탄,25/08/1996,Ciipher,15/03/2021,Rain,South Korea,,184,75,,,,M
Won,Park Sungwon,박성원,성원,18/12/2003,Ciipher,15/03/2021,Rain,South Korea,,177,58,Seoul,,1the9,M
Yuki,Mori Koyuki,모리 코유키,유키,6/11/2002,Purple Kiss,15/03/2021,RBW,Japan,,,,,,,F
B-Bomb,Lee Minhyuk,이민혁,비범,14/12/1990,Block B,15/04/2011,KQ,South Korea,,178,60,Seoul,Bastarz,,M
Jaehyo,Ahn Jaehyo,안재효,재효,23/12/1990,Block B,15/04/2011,KQ,South Korea,,182,60,Busan,,,M
P.O,Pyo Jihoon,표지훈,피오,2/2/1993,Block B,15/04/2011,KQ,South Korea,,181,64,Seoul,Bastarz,,M
Park Kyung,Park Kyung,박경,박경,8/7/1992,Block B,15/04/2011,KQ,South Korea,,176,56,Seoul,,,M
Taeil,Lee Taeil,이태일,태일,24/09/1990,Block B,15/04/2011,KQ,South Korea,,167,57,Seoul,,,M
U-Kwon,Kim Yukwon,김유권,유권,9/4/1992,Block B,15/04/2011,KQ,South Korea,,176,63,Suwon,Bastarz,,M
Zico,Woo Jiho,우지호,지코,14/09/1992,Block B,15/04/2011,KQ,South Korea,,182,65,Seoul,,,M
Lucy,Kim Daeun,김대은,루시,9/4/2004,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F
Minseo,Kim Minseo,김민서,민서,12/8/2004,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F
Nana,Kwon Nayeon,권나연,나나,9/3/2001,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F
Sora,Sakata Sora,사카타 소라,소라,30/08/2003,woo!ah!,15/05/2020,NV,Japan,,,,,,,F
Wooyeon,Park Jinkyung,박진경,우연,11/2/2003,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F
Gayoon,Heo Gayoon,허가윤,가윤,18/05/1990,4minute,15/06/2009,Cube,South Korea,,165,,Seoul,2YOON,,F
HyunA,Kim Hyuna,김현아,현아,6/6/1992,4minute,15/06/2009,Cube,South Korea,,164,,Jeolla,,Wonder Girls,F
Jihyun,Nam Jihyun,남지현,지현,9/1/1990,4minute,15/06/2009,Cube,South Korea,,167,,Seoul,,,F
Jiyoon,Jeon Jiyoon,전지윤,지윤,15/10/1990,4minute,15/06/2009,Cube,South Korea,,165,,Seoul,2YOON,,F
Sohyun,Kwon Sohyun,권소현,소현,30/08/1994,4minute,15/06/2009,Cube,South Korea,,162,,Seoul,,,F
Bobby,Kim Jiwon,김지원,바비,21/12/1995,iKON,15/09/2015,YG,South Korea,USA,,,Seoul,,,M
Chan,Jung Chanwoo,정찬우,찬,26/01/1998,iKON,15/09/2015,YG,South Korea,,,,Yongin,,,M
DK,Kim Donghyuk,김동혁,디케이,3/1/1997,iKON,15/09/2015,YG,South Korea,,,,,,,M
Jay,Kim Jinhwan,김진환,제이,7/2/1994,iKON,15/09/2015,YG,South Korea,,,,Jeju,,,M
Ju-ne,Koo Junhoe,구준회,준회,31/03/1997,iKON,15/09/2015,YG,South Korea,,,,Seoul,,,M
Song,Song Yunhyeong,송윤형,송,8/2/1995,iKON,15/09/2015,YG,South Korea,,,,,,,M
Eunsung,Lee Eunsung,이은성,은성,7/9/2000,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M
Junwook,Kim Junwook,김준욱,준욱,10/1/2002,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M
Sakang,Jeon Sakang,정사강,사강,26/10/2002,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M
Seokcheol,Lee Seokchul,이석철,석철,11/1/2000,TheEastLight,15/11/2018,Stardium,South Korea,,,170,,,,M
Seunghyun,Lee Seunghyun,이승현,승현,31/12/2001,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M
Woojin,Lee Woojin,이우진,우진,3/4/2003,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M
BamBam,Kunpimook Bhuwakul,꾼삐묵 부와꾼,뱀뱀,2/5/1997,GOT7,16/01/2014,JYP,Thailand,,170,52,Bangkok,,,M
Jackson,Jackson Wang,잭슨 왕,잭슨,28/03/1994,GOT7,16/01/2014,JYP,Hong Kong,,174,63,Hong Kong,,,M
JB,Im Jaebum,임재범,제이비,6/1/1994,GOT7,16/01/2014,JYP,South Korea,,179,63,Goyang,,,M
Jinyoung,Park Jinyoung,박진영,진영,22/09/1994,GOT7,16/01/2014,JYP,South Korea,,178,63,Changwon,,,M
Mark,Mark Yien Tuan,마크 이엔 투안,마크,4/9/1993,GOT7,16/01/2014,JYP,USA,Taiwan,175,59,Los Angeles,,,M
Youngjae,Choi Youngjae,최영재,영재,17/09/1996,GOT7,16/01/2014,JYP,South Korea,,175,59,Mokpo,,,M
Yugyeom,Kim Yugyeom,김유겸,유겸,17/11/1997,GOT7,16/01/2014,JYP,South Korea,,180,64,Namyangju,,,M
Ellyn,Bang Sunhee,방선희,엘린,19/10/2002,Girlkind,16/01/2018,Nextlevel,South Korea,,,170,,,,F
JK,Kim Jikang,김지강,지강,17/03/1998,Girlkind,16/01/2018,Nextlevel,South Korea,,,161,,,,F
Medic Jin,Bae Yujin,배유진,메딕진,25/08/1996,Girlkind,16/01/2018,Nextlevel,South Korea,,,167,,,,F
Sun J,Jeon Heesun,전희선,썬제이,13/02/2001,Girlkind,16/01/2018,Nextlevel,South Korea,,,165,,,,F
Xeheun,Lee Seheun,이세흔,세흔,11/7/1999,Girlkind,16/01/2018,Nextlevel,South Korea,,,162,,,,F
Hani,Ahn Hee-yeon,안희연,하니,1/5/1992,EXID,16/02/2012,Yedang,South Korea,,168,,Seoul,,,F
Hyerin,Seo Hyerin,서혜린,혜린,23/08/1993,EXID,16/02/2012,Yedang,South Korea,,165,,Gwangju,,,F
Junghwa,Park Junghwa,박정화,정화,8/5/1995,EXID,16/02/2012,Yedang,South Korea,,169,,Anyang,,EXID,F
LE,Ahn Hyejin,안효진,엘리,10/12/1991,EXID,16/02/2012,Yedang,South Korea,,168,,Cheonan,,,F
Solji,Heo Solji,허솔지,솔지,10/1/1989,EXID,16/02/2012,Yedang,South Korea,,170,,Seongnam,,,F
Dayoung,Kim Dayoung,김다영,다영,2/2/1991,Blady,16/05/2011,Star Planet,South Korea,,,,Jeonju,,,F
Gabin,Kim Gabin,김가빈,가빈,18/09/1989,Blady,16/05/2011,Star Planet,South Korea,,,,Busan,,,F
Giru,Park Giru,박기루,기루,14/08/1991,Blady,16/05/2011,Star Planet,South Korea,,,,Incheon,,,F
Tina,Christine Joy Park,크리스틴 조이 박,티나,1/9/1994,Blady,16/05/2011,Star Planet,USA,South Korea,,,Los Angeles,,,F
Yeeun,Hwang Yeeun,황예은,예은,12/1/1997,Blady,16/05/2011,Star Planet,South Korea,,,,Gimhae,,,F
Dalyn,Lee Sohyun,이소현,달린,27/08/1999,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Dami,Hong Dayoung,홍다영,담이,7/6/2001,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Haena,Jeon Eunbi,전은비,해나,19/02/2002,ANS,16/09/2019,ANS,South Korea,,,,,,,F
J,Lee Yeji,이예지,제이,12/2/1998,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Lina,Oh Sejin,오세진,리나,27/07/1997,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Raon,Lee Seoyoung,이서영,라온,21/01/2000,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Royeon,Jeon Hyunjoo,전현주,로연,20/02/1998,ANS,16/09/2019,ANS,South Korea,,,,,,,F
Hyori,Inn Hyori,인효리,효리,2/6/2000,mimiirose,16/09/2022,YES IM,South Korea,,161,,,,,F
Jia,Yoon Jia,윤지아,지아,16/01/2004,mimiirose,16/09/2022,YES IM,South Korea,,165,,Incheon,,,F
Yeonjae,Choi Yeonjae,최연재,연재,6/12/2000,mimiirose,16/09/2022,YES IM,South Korea,,171,,,,,F
Yewon,Han Yewon,한예원,예원,7/2/2003,mimiirose,16/09/2022,YES IM,South Korea,,170,,Seoul,,,F
Yunju,Seo Yunju,서윤주,윤주,26/12/2005,mimiirose,16/09/2022,YES IM,South Korea,,162,,Pohang,,,F
Fatou,Fatou Samba,파투 삼바,파투,23/03/1995,Blackswan,16/10/2020,DR,Belgium,Senegal,173,,Yoff,,,F
Judy,Kim Dahye,김다혜,주디,16/05/1995,Blackswan,16/10/2020,DR,South Korea,,,,,,,F
Leia,Larissa Kartes,라리사 카르치스,레아,14/05/2001,Blackswan,16/10/2020,DR,Brazil,Japan,,,Curitiba,,,F
Youngheun,Go Youngheun,고영흔,영흔,20/11/1994,Blackswan,16/10/2020,DR,South Korea,,,,,,,F
Sangho,Jo Sangho,조상호,상호,10/2/1995,SNUPER,16/11/2015,Widmay,South Korea,,,,Changwon,,,M
Sangil,Shim Sangil,심상일,상일,1/5/1993,SNUPER,16/11/2015,Widmay,South Korea,,,,Seoul,,,M
Sebin,Jang Sebin,장세빈,세빈,24/04/1996,SNUPER,16/11/2015,Widmay,South Korea,,,,Pocheon,OMEGA X,,M
Suhyun,Choi Hyunggeun,최형근,수현,1/10/1992,SNUPER,16/11/2015,Widmay,South Korea,,,,Bucheon,,,M
Taewoong,Yoo Taewoong,유태웅,태웅,24/05/1994,SNUPER,16/11/2015,Widmay,South Korea,Japan,,,,,,M
Woosung,Choi Sunghyuk,최성혁,우성,24/09/1994,SNUPER,16/11/2015,Widmay,South Korea,,,,Seoul,,,M
Damhee,Park Damhee,박담희,담희,21/06/2000,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,,,,F
Gaeun,Lee Gaeun,이가은,가은,18/07/2000,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,,,,F
Haeun,Lee Haeun,윤하은,하은,25/06/2002,ARTBEAT,16/11/2022,AB Creative,South Korea,,157,,,,,F
Hongil,Yoon Hongil,윤홍일,홍일,11/1/1999,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Hyeongseok,Chu Hyeongseok,추형석,형석,13/09/2000,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Jingyu,Lee Jingyu,이진규,진규,22/04/1998,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Junghun,Jang Junghun,장정훈,정훈,27/02/1999,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Mir,Lee Yoonsang,이윤상,미르,6/3/2000,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Seungjun,Ji Seungjun,지승준,승준,15/09/1998,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Seyoung,Ha Seyoung,하세영,세영,3/2/1999,ARTBEAT,16/11/2022,AB Creative,South Korea,,166,50,Daegu,,,F
Sieun,Lee Sieun,이시은,시은,29/05/2001,ARTBEAT,16/11/2022,AB Creative,South Korea,,160,50,Daegu,,,F
Yeram,Yang Yeram,양예람,예람,31/03/2000,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Yoojin,Ahn Yoojin,안유진,유진,29/02/2000,ARTBEAT,16/11/2022,AB Creative,South Korea,,,,,,,F
Yubin,Oh Yubin,오유빈,유빈,26/11/1998,ARTBEAT,16/11/2022,AB Creative,South Korea,,162,47,,,,F
Hyunbin,Kim Hyunbin,김현빈‬,현빈‬,26/05/2004,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F
Jia,Guo Jiajia,궈 지아지아,지아,30/07/2005,TRI.BE,17/02/2021,TR - Mellow,China,,,,,,,F
Jinha,Kim Jinha,김진하,진하,21/11/2003,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F
Kelly,Lin Kelly,린 켈리,켈리,16/01/2002,TRI.BE,17/02/2021,TR - Mellow,Taiwan,,,,Kaohsiung,,,F
Mire,Su Mire,수미레,미레,26/03/2006,TRI.BE,17/02/2021,TR - Mellow,Japan,,,,,,,F
Soeun,Bang Soeun,방소은,소은,10/12/2005,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F
SongSun,Kim Songsun,김송선,송선,22/03/1997,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F
Gabin,Yoo Seunghyun,유승현,가빈,11/9/2001,JWiiver,17/02/2022,JTG,South Korea,,,,Busan,,,M
Jukang,Lee Hyowon,이효원,주강,22/11/2002,JWiiver,17/02/2022,JTG,South Korea,,186,,Daegu,,,M
Raots,Ren Yuchen,런위천,라오츠,1/3/2000,JWiiver,17/02/2022,JTG,China,,,,,,,M
Rihan,Choi Yeonsik,최연식,리한,22/05/1998,JWiiver,17/02/2022,JTG,South Korea,,,,,,,M
Roshin,Bae Sijun,배시준,로신,13/04/2001,JWiiver,17/02/2022,JTG,South Korea,,,,Daegu,,,M
Ryujei,Chae Hocheol,채호철,류제이,8/11/1997,JWiiver,17/02/2022,JTG,South Korea,,175,54,Incheon,,,M
Shita,Chae Gaho,채가호,시타,1/10/1998,JWiiver,17/02/2022,JTG,Macau,,183,63,Macau,,,M
Gaeun,Oh Gaeun,오가은,가은,8/11/2005,LIMELIGHT,17/02/2023,143,South Korea,,165,,,,,F
MiU,Ito Miyu,이토 미유,미유,9/1/2003,LIMELIGHT,17/02/2023,143,Japan,,164,42,Tokyo,,,F
Suhye,Kim Suhye,김수혜,수혜,13/12/2004,LIMELIGHT,17/02/2023,143,South Korea,,158,40,Incheon,,,F
Dongpyo,Son Dongpyo,손동표,동표,9/9/2002,Mirae,17/03/2021,DSP,South Korea,,166,48,,,X1,M
Douhyun,Yoo Douhyun,유도현,도현,25/12/2000,Mirae,17/03/2021,DSP,South Korea,,,,,,,M
Junhyuk,Lee Junhyuk,이준혁,이준혁,16/05/2000,Mirae,17/03/2021,DSP,South Korea,,180,63,Seoul,,,M
Khael,Lee Sangmin,이상민,카엘,18/01/2002,Mirae,17/03/2021,DSP,South Korea,,178,58,,,,M
Lien,Shimada Sho,시마다 쇼,리안,11/3/1998,Mirae,17/03/2021,DSP,Japan,,,,Osaka,,,M
Siyoung,Park Siyoung,박시영,시영,6/5/2003,Mirae,17/03/2021,DSP,South Korea,,172,55,,,,M
